sub_id,user_id,plan,mrr,start_date,end_date
344,344,starter,29.0,2023-08-07,2023-09-06
345,345,starter,29.0,2023-09-06,2023-12-05
346,346,free,0.0,2024-02-22,2024-03-23
347,347,growth,99.0,2023-07-31,2023-11-28
348,348,enterprise,349.0,2023-01-09,
349,349,free,0.0,2023-07-21,2023-09-19
350,350,growth,99.0,2024-01-30,2024-04-29
351,351,growth,99.0,2023-11-03,
352,352,free,0.0,2023-04-13,2023-05-13
353,353,free,0.0,2023-02-05,2023-10-03
354,354,free,0.0,2023-01-30,2023-03-31
355,355,free,0.0,2023-09-01,2023-10-01
356,356,free,0.0,2023-07-08,2023-10-06
357,357,starter,29.0,2023-06-22,2023-11-19
358,358,starter,29.0,2023-04-22,2023-05-22
359,359,growth,99.0,2023-03-19,2023-05-18
360,360,starter,29.0,2023-03-23,2023-05-22
361,361,enterprise,349.0,2023-03-11,2023-06-09
362,362,growth,99.0,2023-02-28,2024-01-24
363,363,starter,29.0,2023-10-22,2024-02-19
364,364,free,0.0,2023-08-17,2023-10-16
365,365,enterprise,349.0,2023-06-16,2024-04-11
366,366,starter,29.0,2023-12-17,
367,367,free,0.0,2023-03-15,2023-07-13
368,368,free,0.0,2024-01-11,2024-05-10
369,369,free,0.0,2023-08-27,2024-01-24
370,370,free,0.0,2023-07-08,2023-12-05
371,371,free,0.0,2023-09-10,2023-10-10
372,372,growth,99.0,2023-04-26,2023-05-26
373,373,starter,29.0,2023-04-28,2023-07-27
374,374,free,0.0,2023-09-20,2023-12-19
375,375,growth,99.0,2023-09-09,2023-11-08
376,376,growth,99.0,2024-01-17,2024-02-16
377,377,free,0.0,2023-12-03,2024-03-02
378,378,free,0.0,2023-07-28,2023-10-26
379,379,growth,99.0,2023-11-27,
380,380,enterprise,349.0,2023-10-28,
381,381,free,0.0,2023-03-10,2023-10-06
382,382,free,0.0,2023-11-21,2023-12-21
383,383,free,0.0,2023-01-22,2023-02-21
384,384,free,0.0,2023-11-04,2023-12-04
385,385,free,0.0,2023-06-07,2023-07-07
386,386,free,0.0,2023-11-12,2024-04-10
387,387,starter,29.0,2023-10-11,2024-01-09
388,388,enterprise,349.0,2023-10-18,
389,389,free,0.0,2023-05-09,2023-07-08
390,390,free,0.0,2024-03-22,2024-05-21
391,391,free,0.0,2023-05-06,2023-07-05
392,392,free,0.0,2024-03-03,2024-05-02
393,393,starter,29.0,2023-05-28,2023-10-25
394,394,enterprise,349.0,2023-05-06,2023-12-02
395,395,starter,29.0,2023-09-21,2023-12-20
396,396,growth,99.0,2023-08-03,2023-12-01
397,397,enterprise,349.0,2023-01-12,2023-03-13
398,398,free,0.0,2023-10-31,2023-11-30
399,399,starter,29.0,2023-12-18,2024-05-16
400,400,free,0.0,2023-09-12,2023-10-12
401,401,free,0.0,2024-03-24,2024-06-22
402,402,growth,99.0,2023-02-03,2023-06-03
403,403,free,0.0,2024-03-28,
404,404,free,0.0,2023-10-29,2023-11-28
405,405,free,0.0,2023-10-24,2023-12-23
406,406,growth,99.0,2023-10-07,
407,407,growth,99.0,2023-09-11,
408,408,starter,29.0,2023-12-04,2024-01-03
409,409,free,0.0,2023-03-23,2023-07-21
410,410,free,0.0,2024-02-04,2024-03-05
411,411,enterprise,349.0,2023-10-12,2024-01-10
412,412,free,0.0,2023-11-18,2023-12-18
413,413,starter,29.0,2023-04-26,2023-09-23
414,414,free,0.0,2023-02-13,2023-05-14
415,415,free,0.0,2024-01-13,2024-03-13
416,416,free,0.0,2023-06-23,2023-08-22
417,417,free,0.0,2023-10-07,2023-11-06
418,418,enterprise,349.0,2023-07-10,
419,419,enterprise,349.0,2024-03-01,
420,420,growth,99.0,2024-03-17,
421,421,starter,29.0,2023-07-15,2023-08-14
422,422,growth,99.0,2023-06-09,2024-03-05
423,423,starter,29.0,2023-11-03,2024-03-02
424,424,free,0.0,2023-12-12,2024-03-11
425,425,starter,29.0,2023-06-12,2024-03-08
426,426,enterprise,349.0,2023-11-18,
427,427,starter,29.0,2023-11-18,2024-02-16
428,428,free,0.0,2023-12-11,2024-01-10
429,429,starter,29.0,2024-02-28,
430,430,growth,99.0,2023-04-10,2023-05-10
431,431,starter,29.0,2024-03-11,2024-04-10
432,432,free,0.0,2023-06-16,2023-07-16
433,433,growth,99.0,2023-11-11,2024-04-09
434,434,starter,29.0,2023-09-27,2023-10-27
435,435,starter,29.0,2023-08-30,2024-02-26
436,436,starter,29.0,2023-04-21,2023-05-21
437,437,free,0.0,2024-02-09,
438,438,enterprise,349.0,2023-03-12,
439,439,enterprise,349.0,2024-01-16,
440,440,starter,29.0,2023-08-25,2023-10-24
441,441,free,0.0,2023-04-11,2023-06-10
442,442,free,0.0,2023-08-11,2024-05-07
443,443,starter,29.0,2023-08-06,2024-03-03
444,444,starter,29.0,2023-12-17,2024-03-16
445,445,free,0.0,2024-02-24,2024-04-24
446,446,growth,99.0,2023-02-12,2023-05-13
447,447,free,0.0,2023-09-17,2024-03-15
448,448,starter,29.0,2024-02-10,
449,449,enterprise,349.0,2023-02-22,2023-09-20
450,450,free,0.0,2024-01-21,2024-02-20
451,451,enterprise,349.0,2023-04-05,2023-10-02
452,452,growth,99.0,2023-04-27,
453,453,growth,99.0,2023-09-11,2023-12-10
454,454,free,0.0,2024-01-12,2024-05-11
455,455,starter,29.0,2023-07-08,2023-08-07
456,456,free,0.0,2023-12-02,2024-01-01
457,457,starter,29.0,2023-10-07,2023-12-06
458,458,starter,29.0,2023-10-10,2023-11-09
459,459,growth,99.0,2023-03-12,2023-05-11
460,460,starter,29.0,2023-09-21,
461,461,enterprise,349.0,2024-02-23,
462,462,free,0.0,2023-01-28,2023-02-27
463,463,free,0.0,2023-04-04,2023-06-03
464,464,growth,99.0,2024-01-16,
465,465,enterprise,349.0,2023-03-14,
466,466,growth,99.0,2023-02-15,2023-05-16
467,467,free,0.0,2023-04-03,2023-05-03
468,468,free,0.0,2023-10-02,2023-12-31
469,469,starter,29.0,2023-05-02,2023-06-01
470,470,growth,99.0,2023-05-31,
471,471,free,0.0,2023-06-04,2023-10-02
472,472,enterprise,349.0,2023-12-18,
473,473,free,0.0,2023-10-02,2023-11-01
474,474,free,0.0,2023-04-27,2023-05-27
475,475,starter,29.0,2023-07-20,2023-10-18
476,476,free,0.0,2023-01-18,2023-02-17
477,477,free,0.0,2023-09-09,2023-10-09
478,478,growth,99.0,2023-12-31,2024-02-29
479,479,free,0.0,2023-01-29,2023-06-28
480,480,free,0.0,2024-02-14,2024-04-14
481,481,enterprise,349.0,2023-06-18,
482,482,free,0.0,2023-10-19,2023-11-18
483,483,enterprise,349.0,2023-12-12,
484,484,free,0.0,2023-10-05,2023-11-04
485,485,free,0.0,2023-08-23,2023-11-21
486,486,growth,99.0,2023-01-30,2023-06-29
487,487,free,0.0,2023-12-10,2024-01-09
488,488,free,0.0,2023-10-12,2024-01-10
489,489,enterprise,349.0,2024-03-28,
490,490,free,0.0,2023-05-08,2023-12-04
491,491,free,0.0,2023-01-06,2023-04-06
492,492,free,0.0,2023-03-20,2023-06-18
493,493,starter,29.0,2023-08-26,
494,494,growth,99.0,2023-05-06,2023-06-05
495,495,growth,99.0,2024-03-26,
496,496,starter,29.0,2023-04-25,2023-10-22
497,497,free,0.0,2023-11-07,2024-02-05
498,498,free,0.0,2023-10-22,2024-02-19
499,499,starter,29.0,2023-06-05,
500,500,free,0.0,2023-10-11,2023-12-10
501,501,growth,99.0,2023-01-24,2023-08-22
502,502,starter,29.0,2023-05-21,2023-06-20
503,503,free,0.0,2023-06-05,2023-08-04
504,504,starter,29.0,2023-01-02,2023-02-01
505,505,free,0.0,2024-03-06,2024-05-05
506,506,starter,29.0,2024-03-12,
507,507,enterprise,349.0,2023-07-29,
508,508,free,0.0,2024-01-07,2024-05-06
509,509,enterprise,349.0,2023-06-11,
510,510,free,0.0,2023-01-01,2023-05-01
511,511,starter,29.0,2023-06-12,2023-12-09
512,512,free,0.0,2023-10-30,2024-02-27
513,513,free,0.0,2023-01-12,2023-06-11
514,514,starter,29.0,2023-11-26,2024-01-25
515,515,free,0.0,2023-07-15,2023-09-13
516,516,enterprise,349.0,2023-03-11,
517,517,free,0.0,2023-02-19,2023-03-21
518,518,starter,29.0,2023-11-02,2023-12-02
519,519,free,0.0,2023-09-20,2023-11-19
520,520,free,0.0,2023-08-21,2023-10-20
521,521,free,0.0,2023-05-16,2023-10-13
522,522,starter,29.0,2023-09-30,2023-12-29
523,523,free,0.0,2023-09-09,2023-10-09
524,524,free,0.0,2023-02-09,2023-03-11
525,525,enterprise,349.0,2023-09-14,
526,526,free,0.0,2023-02-03,2023-03-05
527,527,growth,99.0,2023-11-29,
528,528,starter,29.0,2023-05-13,2023-07-12
529,529,starter,29.0,2023-11-25,
530,530,free,0.0,2023-01-04,2023-02-03
531,531,starter,29.0,2024-01-13,2024-03-13
532,532,free,0.0,2024-03-04,2024-04-03
533,533,free,0.0,2023-11-30,2024-04-28
534,534,growth,99.0,2023-04-05,2023-09-02
535,535,free,0.0,2023-04-24,2023-05-24
536,536,growth,99.0,2023-03-07,
537,537,growth,99.0,2023-04-29,2023-12-25
538,538,free,0.0,2023-10-28,2024-03-26
539,539,starter,29.0,2023-01-03,2023-04-03
540,540,starter,29.0,2023-09-22,2024-05-19
541,541,free,0.0,2023-02-18,2023-04-19
542,542,free,0.0,2024-02-11,2024-03-12
543,543,free,0.0,2023-10-27,2023-11-26
544,544,starter,29.0,2023-10-29,2023-12-28
545,545,free,0.0,2023-07-04,2023-10-02
546,546,growth,99.0,2023-02-14,
547,547,free,0.0,2024-01-29,2024-02-28
548,548,starter,29.0,2023-07-13,2024-03-09
549,549,starter,29.0,2023-04-23,2023-12-19
550,550,growth,99.0,2023-10-11,2024-06-07
551,551,free,0.0,2023-03-11,2023-04-10
552,552,growth,99.0,2023-12-23,2024-02-21
553,553,growth,99.0,2024-03-26,
554,554,free,0.0,2023-07-17,2023-10-15
555,555,free,0.0,2024-03-11,2024-04-10
556,556,free,0.0,2023-01-16,2023-02-15
557,557,growth,99.0,2023-06-17,2023-10-15
558,558,growth,99.0,2023-09-25,2024-02-22
559,559,free,0.0,2023-06-30,2023-12-27
560,560,starter,29.0,2023-02-07,2023-04-08
561,561,starter,29.0,2023-04-05,2023-09-02
562,562,free,0.0,2023-01-06,2023-03-07
563,563,free,0.0,2023-05-26,2023-08-24
564,564,starter,29.0,2024-03-02,
565,565,enterprise,349.0,2023-03-03,2024-01-27
566,566,free,0.0,2023-11-28,2024-02-26
567,567,free,0.0,2023-03-18,2023-06-16
568,568,free,0.0,2023-06-25,2023-08-24
569,569,enterprise,349.0,2024-01-06,
570,570,enterprise,349.0,2023-01-23,
571,571,starter,29.0,2023-08-15,
572,572,free,0.0,2023-09-17,2023-12-16
573,573,starter,29.0,2023-09-06,2023-10-06
574,574,starter,29.0,2023-03-07,2023-04-06
575,575,enterprise,349.0,2024-02-23,
576,576,starter,29.0,2023-04-27,2023-09-24
577,577,free,0.0,2024-04-01,2024-05-31
578,578,starter,29.0,2023-07-26,2023-11-23
579,579,starter,29.0,2023-03-19,2023-06-17
580,580,free,0.0,2023-02-03,2023-06-03
581,581,growth,99.0,2023-08-15,2023-09-14
582,582,enterprise,349.0,2023-11-07,
583,583,free,0.0,2024-02-24,2024-06-23
584,584,starter,29.0,2023-04-30,2023-08-28
585,585,starter,29.0,2023-11-17,2023-12-17
586,586,free,0.0,2023-03-26,2023-05-25
587,587,free,0.0,2023-12-07,2024-01-06
588,588,enterprise,349.0,2023-08-11,2024-06-06
