user_id,signup_date,acquisition_channel,country,plan,churned,churn_date
139,2023-08-10,social,CA,free,1,2023-12-08
140,2023-08-06,referral,CA,free,1,2023-09-05
141,2023-01-20,referral,AU,free,1,2023-03-21
142,2023-06-25,referral,US,free,1,2023-07-25
143,2023-02-12,organic_search,US,growth,1,2023-09-10
144,2023-12-14,paid_search,UK,enterprise,0,
145,2023-11-11,referral,IN,starter,1,2024-05-09
146,2023-02-11,direct,AU,free,1,2023-05-12
147,2023-08-13,social,US,free,1,2023-09-12
148,2023-09-25,paid_search,DE,growth,1,2023-12-24
149,2023-10-31,organic_search,US,free,1,2023-11-30
150,2023-03-22,organic_search,CA,free,1,2023-06-20
151,2023-04-09,organic_search,UK,free,1,2023-06-08
152,2023-03-23,referral,US,starter,1,2023-07-21
153,2023-02-26,paid_search,US,starter,1,2023-03-28
154,2023-05-24,organic_search,IN,free,1,2023-08-22
155,2023-10-21,direct,CA,free,1,2023-11-20
156,2023-06-01,organic_search,BR,free,1,2023-07-01
157,2023-08-07,social,DE,starter,1,2024-02-03
158,2023-10-04,organic_search,CA,enterprise,1,2023-12-03
159,2023-05-30,organic_search,US,growth,1,2024-06-23
160,2023-07-09,organic_search,UK,free,1,2024-02-04
161,2023-10-17,social,IN,free,1,2024-02-14
162,2023-10-26,referral,FR,growth,1,2024-03-24
163,2023-01-22,direct,US,starter,1,2023-05-22
164,2024-01-11,referral,IN,free,1,2024-04-10
165,2023-04-10,social,US,free,1,2023-05-10
166,2023-03-12,paid_search,US,free,1,2023-05-11
167,2023-11-11,referral,BR,growth,1,2024-04-09
168,2023-06-04,referral,AU,growth,1,2023-07-04
169,2023-08-14,referral,US,growth,1,2023-09-13
170,2023-02-05,direct,FR,enterprise,1,2024-01-01
171,2023-04-01,referral,IN,free,1,2023-05-01
172,2023-05-15,paid_search,BR,starter,1,2023-07-14
173,2024-03-20,paid_search,US,free,1,2024-06-18
174,2023-04-14,paid_search,IN,growth,1,2023-09-11
175,2023-10-17,social,US,free,1,2024-01-15
176,2024-02-09,social,DE,free,1,2024-03-10
177,2023-03-03,referral,FR,enterprise,1,2024-05-26
178,2023-11-26,paid_search,US,growth,1,2024-01-25
179,2023-06-06,paid_search,US,free,1,2023-08-05
180,2023-07-21,direct,BR,growth,1,2023-09-19
181,2023-09-27,paid_search,IN,free,1,2023-10-27
182,2023-03-16,organic_search,BR,free,1,2023-07-14
183,2023-01-24,organic_search,UK,free,1,2023-02-23
184,2023-09-13,direct,IN,starter,1,2023-10-13
185,2023-07-02,email_campaign,UK,free,1,2023-08-31
186,2023-12-15,email_campaign,US,free,1,2024-01-14
187,2023-08-21,referral,US,starter,1,2024-01-18
188,2023-02-17,organic_search,US,free,1,2023-04-18
189,2023-09-25,paid_search,UK,starter,1,2023-10-25
190,2024-01-06,paid_search,DE,starter,1,2024-03-06
191,2023-03-29,referral,CA,free,1,2023-04-28
192,2024-03-07,referral,FR,free,0,
193,2023-05-05,organic_search,UK,growth,1,2023-10-02
194,2023-02-21,social,BR,free,1,2023-05-22
195,2023-09-07,organic_search,US,free,1,2023-11-06
196,2023-07-05,organic_search,US,free,1,2023-09-03
197,2023-08-31,paid_search,UK,free,1,2023-10-30
198,2023-03-26,paid_search,CA,free,1,2023-04-25
199,2023-09-28,referral,US,free,1,2023-10-28
200,2023-11-22,organic_search,US,growth,1,2024-04-20
201,2023-02-20,organic_search,CA,free,1,2023-08-19
202,2023-01-17,social,BR,free,1,2023-02-16
203,2023-03-15,organic_search,UK,free,1,2023-04-14
204,2024-01-26,organic_search,DE,growth,0,
205,2023-02-28,organic_search,US,starter,1,2023-06-28
206,2023-05-09,direct,CA,free,1,2023-06-08
207,2023-12-29,paid_search,US,enterprise,0,
208,2023-11-30,social,US,growth,0,
209,2023-07-14,referral,IN,free,1,2024-02-09
210,2023-07-13,referral,US,free,1,2023-08-12
211,2023-12-06,referral,US,free,1,2024-01-05
212,2023-06-06,paid_search,US,free,1,2023-07-06
213,2023-10-26,organic_search,UK,free,0,
214,2024-02-26,paid_search,BR,enterprise,0,
215,2023-08-30,direct,IN,free,1,2024-03-27
216,2024-02-20,referral,DE,starter,0,
217,2023-02-04,direct,CA,growth,1,2023-04-05
218,2023-07-11,paid_search,US,free,1,2023-08-10
219,2023-12-07,email_campaign,FR,starter,1,2024-02-05
220,2023-05-01,paid_search,CA,free,1,2023-08-29
221,2024-02-24,email_campaign,CA,growth,1,2024-05-24
222,2023-05-11,social,AU,free,1,2023-06-10
223,2023-03-17,organic_search,UK,enterprise,1,2024-06-09
224,2023-02-25,direct,US,free,1,2023-08-24
225,2024-02-09,email_campaign,US,free,1,2024-04-09
226,2023-07-02,direct,FR,free,1,2023-08-01
227,2023-09-29,organic_search,DE,growth,1,2024-04-26
228,2024-01-28,organic_search,AU,starter,1,2024-02-27
229,2023-04-25,organic_search,US,free,1,2023-08-23
230,2023-10-30,organic_search,CA,free,1,2024-01-28
231,2023-03-20,direct,US,starter,1,2023-04-19
232,2023-04-10,social,UK,free,1,2023-06-09
233,2023-03-17,paid_search,BR,starter,1,2023-08-14
234,2023-06-16,organic_search,IN,growth,0,
235,2024-01-08,direct,UK,growth,0,
236,2023-11-12,paid_search,US,free,1,2024-01-11
237,2023-04-26,paid_search,US,free,1,2023-05-26
238,2023-12-30,organic_search,US,free,1,2024-02-28
239,2023-10-09,paid_search,DE,free,1,2023-11-08
240,2023-01-07,social,US,starter,1,2023-03-08
241,2023-11-09,organic_search,BR,starter,1,2024-04-07
242,2023-05-10,email_campaign,US,free,1,2023-09-07
243,2023-12-02,social,US,free,1,2024-01-31
244,2023-11-19,social,IN,free,1,2024-01-18
245,2024-02-11,email_campaign,US,growth,0,
246,2023-01-11,paid_search,IN,growth,1,2024-06-04
247,2023-01-13,organic_search,CA,free,1,2023-03-14
248,2023-03-19,organic_search,UK,starter,1,2023-08-16
249,2024-02-15,email_campaign,IN,free,0,
250,2023-12-23,email_campaign,US,starter,1,2024-03-22
251,2024-01-20,organic_search,US,free,1,2024-03-20
252,2023-08-28,paid_search,DE,free,1,2024-04-24
253,2023-06-08,organic_search,US,enterprise,1,2023-11-05
254,2023-03-20,referral,BR,free,1,2023-05-19
255,2023-08-31,email_campaign,AU,free,1,2023-09-30
256,2023-01-05,organic_search,US,free,1,2023-03-06
257,2023-12-26,social,US,free,1,2024-02-24
258,2023-08-09,email_campaign,US,free,1,2023-10-08
259,2023-06-02,direct,CA,free,1,2023-08-01
260,2023-03-24,email_campaign,CA,enterprise,0,
261,2023-04-06,organic_search,IN,free,1,2023-07-05
262,2023-11-02,organic_search,US,free,1,2024-01-31
263,2023-02-09,organic_search,CA,growth,1,2023-07-09
264,2023-02-17,paid_search,UK,free,1,2023-03-19
265,2024-02-11,organic_search,AU,free,0,
266,2023-12-16,social,US,free,1,2024-02-14
267,2023-07-16,organic_search,US,free,1,2023-08-15
268,2023-01-21,paid_search,US,free,1,2023-02-20
269,2023-07-21,organic_search,BR,free,1,2023-08-20
270,2023-06-15,direct,AU,free,1,2023-08-14
271,2023-03-03,organic_search,IN,growth,1,2023-04-02
272,2024-03-15,paid_search,BR,starter,1,2024-05-14
273,2023-02-22,organic_search,IN,starter,1,2023-04-23
274,2023-09-29,referral,UK,free,1,2024-02-26
275,2023-12-25,referral,AU,growth,0,
276,2024-01-11,organic_search,UK,free,1,2024-05-10
277,2023-10-24,organic_search,AU,free,1,2024-03-22
278,2023-08-07,paid_search,BR,free,1,2023-09-06
279,2023-08-25,social,IN,free,1,2023-11-23
280,2023-11-18,paid_search,BR,free,1,2024-01-17
281,2023-03-03,paid_search,US,free,1,2023-07-01
282,2023-05-29,organic_search,US,starter,1,2023-09-26
283,2023-08-28,direct,CA,free,1,2023-11-26
284,2023-05-23,social,DE,enterprise,1,2023-09-20
285,2023-09-12,organic_search,US,growth,1,2023-12-11
286,2023-10-08,social,US,growth,1,2023-11-07
287,2023-07-14,referral,AU,starter,1,2024-03-10
288,2023-09-11,social,FR,growth,1,2024-05-08
289,2023-07-16,paid_search,US,free,1,2023-08-15
290,2023-06-22,email_campaign,IN,growth,0,
291,2023-12-14,direct,IN,free,0,
292,2023-01-17,referral,US,growth,1,2023-03-18
293,2023-05-06,social,CA,starter,1,2023-12-02
294,2024-01-16,organic_search,IN,growth,0,
295,2023-04-16,referral,UK,free,1,2023-07-15
296,2023-05-15,organic_search,US,free,1,2023-06-14
297,2024-02-11,referral,US,starter,1,2024-03-12
298,2024-01-06,social,US,free,0,
299,2023-02-19,organic_search,BR,growth,1,2023-09-17
300,2023-11-06,referral,BR,free,1,2024-01-05
301,2023-05-08,email_campaign,US,free,1,2023-06-07
302,2023-07-13,referral,US,starter,1,2024-03-09
303,2023-08-08,organic_search,BR,starter,1,2023-10-07
304,2023-09-08,referral,US,free,1,2023-10-08
305,2023-06-09,social,IN,free,1,2023-07-09
306,2023-03-24,paid_search,US,free,1,2023-04-23
307,2023-05-31,social,IN,free,1,2023-07-30
308,2023-02-04,email_campaign,US,starter,1,2023-11-01
309,2023-02-16,email_campaign,DE,free,1,2023-06-16
310,2024-03-07,organic_search,US,starter,0,
311,2023-04-01,direct,US,free,1,2023-05-01
312,2024-01-25,paid_search,AU,free,0,
313,2023-12-24,paid_search,US,free,1,2024-02-22
314,2023-10-03,referral,BR,free,1,2023-11-02
315,2023-09-20,social,US,free,1,2023-12-19
316,2024-02-19,referral,UK,starter,0,
317,2024-02-24,referral,IN,starter,1,2024-06-23
318,2023-04-02,organic_search,DE,growth,1,2024-04-26
319,2023-06-01,social,US,free,1,2023-12-28
320,2023-07-10,organic_search,UK,starter,1,2023-08-09
321,2023-08-31,organic_search,BR,free,1,2023-09-30
322,2023-02-02,referral,AU,starter,1,2023-10-30
323,2023-04-02,direct,AU,enterprise,1,2023-05-02
324,2023-06-16,referral,US,starter,1,2023-08-15
325,2023-02-03,direct,US,free,1,2023-04-04
326,2023-09-24,email_campaign,IN,free,1,2023-12-23
327,2024-01-21,social,AU,free,1,2024-02-20
328,2023-12-19,paid_search,FR,starter,0,
329,2023-07-02,paid_search,UK,starter,1,2023-09-30
330,2023-09-25,paid_search,US,free,1,2023-10-25
331,2023-11-21,organic_search,CA,free,0,
332,2023-06-25,referral,UK,free,1,2023-07-25
333,2023-06-03,email_campaign,US,starter,0,
334,2023-08-13,email_campaign,US,free,1,2023-09-12
335,2024-01-30,organic_search,FR,starter,1,2024-03-30
336,2024-02-13,organic_search,UK,enterprise,0,
337,2024-02-26,organic_search,US,enterprise,1,2024-03-27
338,2023-08-29,direct,US,free,1,2023-10-28
339,2023-07-26,organic_search,DE,free,1,2023-09-24
340,2023-05-02,organic_search,US,starter,1,2023-08-30
341,2023-12-31,organic_search,IN,free,1,2024-02-29
342,2023-11-22,referral,DE,growth,1,2024-02-20
343,2023-03-14,referral,AU,free,1,2023-07-12
344,2023-08-07,referral,IN,starter,1,2023-09-06
345,2023-09-06,organic_search,CA,starter,1,2023-12-05
346,2024-02-22,paid_search,AU,free,1,2024-03-23
347,2023-07-31,social,AU,growth,1,2023-11-28
348,2023-01-09,organic_search,UK,enterprise,0,
349,2023-07-21,social,DE,free,1,2023-09-19
350,2024-01-30,referral,US,growth,1,2024-04-29
351,2023-11-03,organic_search,DE,growth,0,
352,2023-04-13,direct,US,free,1,2023-05-13
353,2023-02-05,direct,UK,free,1,2023-10-03
354,2023-01-30,social,AU,free,1,2023-03-31
355,2023-09-01,email_campaign,DE,free,1,2023-10-01
356,2023-07-08,social,CA,free,1,2023-10-06
357,2023-06-22,paid_search,CA,starter,1,2023-11-19
358,2023-04-22,paid_search,IN,starter,1,2023-05-22
359,2023-03-19,paid_search,CA,growth,1,2023-05-18
360,2023-03-23,referral,DE,starter,1,2023-05-22
361,2023-03-11,referral,DE,enterprise,1,2023-06-09
362,2023-02-28,organic_search,US,growth,1,2024-01-24
363,2023-10-22,email_campaign,DE,starter,1,2024-02-19
364,2023-08-17,organic_search,AU,free,1,2023-10-16
365,2023-06-16,email_campaign,IN,enterprise,1,2024-04-11
366,2023-12-17,referral,DE,starter,0,
367,2023-03-15,paid_search,FR,free,1,2023-07-13
368,2024-01-11,organic_search,IN,free,1,2024-05-10
369,2023-08-27,social,BR,free,1,2024-01-24
370,2023-07-08,organic_search,IN,free,1,2023-12-05
371,2023-09-10,paid_search,US,free,1,2023-10-10
372,2023-04-26,paid_search,US,growth,1,2023-05-26
373,2023-04-28,referral,US,starter,1,2023-07-27
374,2023-09-20,social,US,free,1,2023-12-19
375,2023-09-09,paid_search,UK,growth,1,2023-11-08
376,2024-01-17,email_campaign,FR,growth,1,2024-02-16
377,2023-12-03,organic_search,AU,free,1,2024-03-02
378,2023-07-28,organic_search,CA,free,1,2023-10-26
379,2023-11-27,paid_search,AU,growth,0,
380,2023-10-28,referral,US,enterprise,0,
381,2023-03-10,social,CA,free,1,2023-10-06
382,2023-11-21,referral,IN,free,1,2023-12-21
383,2023-01-22,direct,FR,free,1,2023-02-21
384,2023-11-04,organic_search,US,free,1,2023-12-04
385,2023-06-07,direct,CA,free,1,2023-07-07
386,2023-11-12,referral,US,free,1,2024-04-10
387,2023-10-11,paid_search,FR,starter,1,2024-01-09
388,2023-10-18,paid_search,US,enterprise,0,
389,2023-05-09,organic_search,BR,free,1,2023-07-08
390,2024-03-22,email_campaign,BR,free,1,2024-05-21
391,2023-05-06,social,US,free,1,2023-07-05
392,2024-03-03,paid_search,FR,free,1,2024-05-02
393,2023-05-28,paid_search,FR,starter,1,2023-10-25
394,2023-05-06,organic_search,IN,enterprise,1,2023-12-02
395,2023-09-21,organic_search,FR,starter,1,2023-12-20
396,2023-08-03,referral,CA,growth,1,2023-12-01
397,2023-01-12,paid_search,US,enterprise,1,2023-03-13
398,2023-10-31,paid_search,US,free,1,2023-11-30
399,2023-12-18,direct,DE,starter,1,2024-05-16
400,2023-09-12,referral,DE,free,1,2023-10-12
401,2024-03-24,organic_search,US,free,1,2024-06-22
402,2023-02-03,organic_search,IN,growth,1,2023-06-03
403,2024-03-28,organic_search,UK,free,0,
404,2023-10-29,referral,FR,free,1,2023-11-28
405,2023-10-24,organic_search,US,free,1,2023-12-23
406,2023-10-07,email_campaign,US,growth,0,
407,2023-09-11,referral,UK,growth,0,
408,2023-12-04,paid_search,US,starter,1,2024-01-03
409,2023-03-23,organic_search,IN,free,1,2023-07-21
410,2024-02-04,organic_search,CA,free,1,2024-03-05
411,2023-10-12,direct,UK,enterprise,1,2024-01-10
412,2023-11-18,referral,DE,free,1,2023-12-18
413,2023-04-26,referral,US,starter,1,2023-09-23
414,2023-02-13,social,US,free,1,2023-05-14
415,2024-01-13,social,BR,free,1,2024-03-13
416,2023-06-23,referral,US,free,1,2023-08-22
417,2023-10-07,organic_search,AU,free,1,2023-11-06
418,2023-07-10,organic_search,DE,enterprise,0,
419,2024-03-01,email_campaign,US,enterprise,0,
420,2024-03-17,referral,UK,growth,0,
421,2023-07-15,referral,US,starter,1,2023-08-14
422,2023-06-09,direct,US,growth,1,2024-03-05
423,2023-11-03,organic_search,US,starter,1,2024-03-02
424,2023-12-12,referral,US,free,1,2024-03-11
425,2023-06-12,organic_search,CA,starter,1,2024-03-08
426,2023-11-18,organic_search,UK,enterprise,0,
427,2023-11-18,referral,CA,starter,1,2024-02-16
428,2023-12-11,organic_search,US,free,1,2024-01-10
429,2024-02-28,social,US,starter,0,
430,2023-04-10,paid_search,DE,growth,1,2023-05-10
431,2024-03-11,paid_search,US,starter,1,2024-04-10
432,2023-06-16,direct,UK,free,1,2023-07-16
433,2023-11-11,direct,BR,growth,1,2024-04-09
434,2023-09-27,organic_search,FR,starter,1,2023-10-27
435,2023-08-30,paid_search,AU,starter,1,2024-02-26
436,2023-04-21,organic_search,FR,starter,1,2023-05-21
437,2024-02-09,referral,IN,free,0,
438,2023-03-12,referral,UK,enterprise,0,
439,2024-01-16,email_campaign,AU,enterprise,0,
440,2023-08-25,paid_search,US,starter,1,2023-10-24
441,2023-04-11,paid_search,CA,free,1,2023-06-10
442,2023-08-11,organic_search,UK,free,1,2024-05-07
443,2023-08-06,organic_search,BR,starter,1,2024-03-03
444,2023-12-17,organic_search,CA,starter,1,2024-03-16
445,2024-02-24,direct,IN,free,1,2024-04-24
446,2023-02-12,organic_search,DE,growth,1,2023-05-13
447,2023-09-17,paid_search,BR,free,1,2024-03-15
448,2024-02-10,organic_search,DE,starter,0,
449,2023-02-22,paid_search,US,enterprise,1,2023-09-20
450,2024-01-21,referral,US,free,1,2024-02-20
451,2023-04-05,direct,DE,enterprise,1,2023-10-02
452,2023-04-27,direct,UK,growth,0,
453,2023-09-11,email_campaign,US,growth,1,2023-12-10
454,2024-01-12,social,CA,free,1,2024-05-11
455,2023-07-08,organic_search,CA,starter,1,2023-08-07
456,2023-12-02,referral,FR,free,1,2024-01-01
457,2023-10-07,paid_search,US,starter,1,2023-12-06
458,2023-10-10,organic_search,DE,starter,1,2023-11-09
459,2023-03-12,organic_search,US,growth,1,2023-05-11
460,2023-09-21,email_campaign,AU,starter,0,
461,2024-02-23,social,BR,enterprise,0,
462,2023-01-28,paid_search,US,free,1,2023-02-27
463,2023-04-04,organic_search,US,free,1,2023-06-03
464,2024-01-16,paid_search,BR,growth,0,
465,2023-03-14,paid_search,US,enterprise,0,
466,2023-02-15,paid_search,CA,growth,1,2023-05-16
467,2023-04-03,organic_search,AU,free,1,2023-05-03
468,2023-10-02,paid_search,UK,free,1,2023-12-31
469,2023-05-02,paid_search,AU,starter,1,2023-06-01
470,2023-05-31,referral,DE,growth,0,
471,2023-06-04,referral,US,free,1,2023-10-02
472,2023-12-18,referral,AU,enterprise,0,
473,2023-10-02,organic_search,IN,free,1,2023-11-01
474,2023-04-27,email_campaign,DE,free,1,2023-05-27
475,2023-07-20,organic_search,AU,starter,1,2023-10-18
476,2023-01-18,paid_search,US,free,1,2023-02-17
477,2023-09-09,organic_search,CA,free,1,2023-10-09
478,2023-12-31,paid_search,DE,growth,1,2024-02-29
479,2023-01-29,organic_search,DE,free,1,2023-06-28
480,2024-02-14,organic_search,DE,free,1,2024-04-14
481,2023-06-18,paid_search,US,enterprise,0,
482,2023-10-19,referral,US,free,1,2023-11-18
483,2023-12-12,organic_search,US,enterprise,0,
484,2023-10-05,referral,US,free,1,2023-11-04
485,2023-08-23,organic_search,US,free,1,2023-11-21
486,2023-01-30,organic_search,UK,growth,1,2023-06-29
487,2023-12-10,direct,FR,free,1,2024-01-09
488,2023-10-12,social,FR,free,1,2024-01-10
489,2024-03-28,referral,AU,enterprise,0,
490,2023-05-08,organic_search,CA,free,1,2023-12-04
491,2023-01-06,direct,DE,free,1,2023-04-06
492,2023-03-20,organic_search,US,free,1,2023-06-18
493,2023-08-26,referral,FR,starter,0,
494,2023-05-06,direct,UK,growth,1,2023-06-05
495,2024-03-26,referral,IN,growth,0,
496,2023-04-25,paid_search,US,starter,1,2023-10-22
497,2023-11-07,paid_search,CA,free,1,2024-02-05
498,2023-10-22,direct,US,free,1,2024-02-19
499,2023-06-05,organic_search,CA,starter,0,
500,2023-10-11,paid_search,BR,free,1,2023-12-10
501,2023-01-24,referral,AU,growth,1,2023-08-22
502,2023-05-21,referral,BR,starter,1,2023-06-20
503,2023-06-05,referral,DE,free,1,2023-08-04
504,2023-01-02,social,CA,starter,1,2023-02-01
505,2024-03-06,paid_search,AU,free,1,2024-05-05
506,2024-03-12,referral,US,starter,0,
507,2023-07-29,paid_search,DE,enterprise,0,
508,2024-01-07,organic_search,US,free,1,2024-05-06
509,2023-06-11,organic_search,IN,enterprise,0,
510,2023-01-01,organic_search,BR,free,1,2023-05-01
511,2023-06-12,social,IN,starter,1,2023-12-09
512,2023-10-30,paid_search,UK,free,1,2024-02-27
513,2023-01-12,organic_search,US,free,1,2023-06-11
514,2023-11-26,organic_search,DE,starter,1,2024-01-25
515,2023-07-15,organic_search,CA,free,1,2023-09-13
516,2023-03-11,paid_search,FR,enterprise,0,
517,2023-02-19,referral,US,free,1,2023-03-21
518,2023-11-02,organic_search,UK,starter,1,2023-12-02
519,2023-09-20,paid_search,IN,free,1,2023-11-19
520,2023-08-21,organic_search,US,free,1,2023-10-20
521,2023-05-16,paid_search,US,free,1,2023-10-13
522,2023-09-30,social,US,starter,1,2023-12-29
523,2023-09-09,direct,US,free,1,2023-10-09
524,2023-02-09,email_campaign,DE,free,1,2023-03-11
525,2023-09-14,referral,BR,enterprise,0,
